agegroup,popage2020,propage
1,1721,0.047284117
2,1968,0.05407039
3,2105,0.057834437
4,2214,0.060829189
5,2268,0.062312828
6,2248,0.061763332
7,2123,0.058328983
8,2165,0.059482924
9,2308,0.06341182
10,2662,0.073137896
11,2738,0.07522598
12,2368,0.065060307
13,2274,0.062477677
14,2135,0.058658681
15,1929,0.052998874
16,1423,0.039096629
17,1748,0.048025936
