agegroup,popage2020,propage
1,15851,0.055827337
2,15484,0.05453476
3,15625,0.055031363
4,15634,0.055063062
5,22228,0.078287177
6,24389,0.085898235
7,22927,0.080749061
8,19867,0.069971718
9,18538,0.065290971
10,19071,0.067168201
11,18479,0.065083172
12,16588,0.058423056
13,14750,0.051949607
14,12504,0.044039179
15,11761,0.041422327
16,8156,0.028725491
17,12077,0.042535282
