agegroup,popage2020,propage
1,2780,0.050598813
2,3122,0.056823559
3,3278,0.059662917
4,3287,0.059826726
5,3196,0.058170434
6,3276,0.059626515
7,3497,0.063648939
8,3273,0.059571912
9,3343,0.060845983
10,4014,0.073058862
11,4050,0.073714099
12,3531,0.064267773
13,3494,0.063594336
14,3104,0.056495941
15,3094,0.056313931
16,1997,0.036347421
17,2606,0.047431837
