agegroup,popage2020,propage
1,4290,0.055733105
2,4300,0.055863019
3,4530,0.058851041
4,4283,0.055642165
5,5897,0.076610284
6,6811,0.088484423
7,6190,0.080416764
8,5488,0.071296802
9,4957,0.064398368
10,5578,0.072466027
11,5300,0.068854418
12,4491,0.058344376
13,4049,0.052602177
14,3563,0.046288357
15,2979,0.03870138
16,2051,0.026645361
17,2217,0.028801933
