agegroup,popage2020,propage
1,1424,0.045395135
2,1629,0.05193025
3,1798,0.057317734
4,1798,0.057317734
5,2024,0.064522299
6,2028,0.064649814
7,1876,0.059804265
8,1836,0.058529121
9,1952,0.062227039
10,2038,0.0649686
11,2090,0.066626287
12,1964,0.062609583
13,1999,0.063725334
14,1917,0.061111288
15,1942,0.061908253
16,1275,0.040645223
17,1779,0.056712041
