agegroup,popage2020,propage
1,8508,0.05925864
2,8953,0.062358087
3,8900,0.06198894
4,8467,0.058973073
5,9913,0.069044535
6,10431,0.07265243
7,10896,0.075891178
8,10682,0.074400658
9,10103,0.070367894
10,9992,0.069594773
11,9632,0.067087356
12,8685,0.060491454
13,7683,0.053512474
14,6580,0.045830025
15,5513,0.038398317
16,3745,0.02608411
17,4891,0.034066057
