agegroup,popage2020,propage
1,2324,0.049233116
2,2522,0.053427676
3,2823,0.059804254
4,2771,0.058702652
5,2589,0.054847047
6,2371,0.050228794
7,2764,0.05855436
8,2850,0.060376239
9,2939,0.062261673
10,3332,0.070587238
11,3422,0.072493856
12,3165,0.067049403
13,3198,0.067748496
14,3094,0.065545293
15,2762,0.058511991
16,1745,0.036967206
17,2533,0.053660707
