agegroup,popage2020,propage
1,2726,0.052065626
2,3046,0.058177512
3,3220,0.06150085
4,3100,0.059208893
5,3686,0.070401283
6,4072,0.077773746
7,3740,0.071432664
8,3427,0.065454476
9,3351,0.064002903
10,3554,0.067880131
11,3698,0.070630479
12,3232,0.061730046
13,2974,0.056802338
14,2626,0.050155662
15,2255,0.043069695
16,1663,0.031762706
17,1987,0.03795099
