agegroup,popage2020,propage
1,5353,0.052798217
2,5784,0.057049297
3,6302,0.062158483
4,6120,0.060363364
5,5852,0.057720001
6,6656,0.06565009
7,7050,0.069536228
8,6907,0.068125777
9,6981,0.068855661
10,7578,0.074744048
11,7202,0.071035449
12,6199,0.061142564
13,5571,0.054948415
14,4943,0.048754266
15,5154,0.050835421
16,3390,0.033436569
17,4344,0.042846152
