agegroup,popage2020,propage
1,1475,0.047014949
2,1723,0.054919836
3,1866,0.059477895
4,1924,0.061326618
5,1936,0.061709113
6,1923,0.061294744
7,1849,0.058936028
8,1818,0.057947917
9,1982,0.063175342
10,2182,0.06955025
11,2323,0.074044561
12,2038,0.064960316
13,1972,0.062856596
14,1813,0.057788544
15,1900,0.060561629
16,1138,0.036273229
17,1511,0.048162433
