date,x
01/03/2020,1
02/03/2020,1
03/03/2020,1
04/03/2020,1
05/03/2020,1
06/03/2020,1
07/03/2020,1
08/03/2020,1
09/03/2020,1
10/03/2020,1
11/03/2020,1
12/03/2020,0.78
13/03/2020,0.59
14/03/2020,0.62
15/03/2020,0.55
16/03/2020,0.52
17/03/2020,0.42
18/03/2020,0.4
19/03/2020,0.38
20/03/2020,0.36
21/03/2020,0.6
22/03/2020,0.42
23/03/2020,0.42
24/03/2020,0.38
25/03/2020,0.39
26/03/2020,0.44
27/03/2020,0.39
28/03/2020,0.38
29/03/2020,0.32
30/03/2020,0.42
31/03/2020,0.38
01/04/2020,0.4
02/04/2020,0.41
03/04/2020,0.4
04/04/2020,0.48
05/04/2020,0.47
06/04/2020,0.49
07/04/2020,0.47
08/04/2020,0.4
09/04/2020,0.28
10/04/2020,0.27
11/04/2020,0.59
12/04/2020,0.34
13/04/2020,0.3
14/04/2020,0.44
15/04/2020,0.39
16/04/2020,0.42
17/04/2020,0.47
18/04/2020,0.59
19/04/2020,0.69
20/04/2020,0.58
21/04/2020,0.63
22/04/2020,0.59
23/04/2020,0.52
24/04/2020,0.51
25/04/2020,0.53
26/04/2020,0.61
27/04/2020,0.61
28/04/2020,0.63
29/04/2020,0.64
30/04/2020,0.69
01/05/2020,0.45
02/05/2020,0.61
03/05/2020,0.6
04/05/2020,0.58
05/05/2020,0.59
06/05/2020,0.58
07/05/2020,0.6
08/05/2020,0.57
09/05/2020,0.66
10/05/2020,0.54
11/05/2020,0.57
12/05/2020,0.6
13/05/2020,0.6
14/05/2020,0.6
15/05/2020,0.6
16/05/2020,0.63
17/05/2020,0.71
18/05/2020,0.61
19/05/2020,0.65
20/05/2020,0.81
21/05/2020,0.55
22/05/2020,0.62
23/05/2020,0.74
24/05/2020,0.83
25/05/2020,0.71
26/05/2020,0.68
27/05/2020,0.68
28/05/2020,0.68
29/05/2020,0.77
30/05/2020,0.86
31/05/2020,0.78
01/06/2020,0.68
02/06/2020,0.76
03/06/2020,0.67
04/06/2020,0.74
05/06/2020,0.77
06/06/2020,0.78
07/06/2020,0.64
08/06/2020,0.72
09/06/2020,0.76
10/06/2020,0.8
11/06/2020,0.77
12/06/2020,0.83
13/06/2020,0.92
14/06/2020,0.89
15/06/2020,0.76
16/06/2020,0.82
17/06/2020,0.83
18/06/2020,0.8
19/06/2020,0.84
20/06/2020,0.98
21/06/2020,0.93
22/06/2020,0.8
23/06/2020,0.8
24/06/2020,0.85
25/06/2020,0.81
26/06/2020,0.85
27/06/2020,1
28/06/2020,0.92
29/06/2020,0.76
30/06/2020,0.72
01/07/2020,0.77
02/07/2020,0.75
03/07/2020,0.75
04/07/2020,0.97
05/07/2020,0.86
06/07/2020,0.71
07/07/2020,0.71
08/07/2020,0.71
09/07/2020,0.69
10/07/2020,0.75
11/07/2020,0.88
12/07/2020,0.81
13/07/2020,0.76
14/07/2020,0.72
15/07/2020,0.75
16/07/2020,0.73
17/07/2020,0.72
18/07/2020,0.96
19/07/2020,0.92
20/07/2020,0.71
21/07/2020,0.66
22/07/2020,0.68
23/07/2020,0.67
24/07/2020,0.64
25/07/2020,0.92
26/07/2020,0.92
27/07/2020,0.71
28/07/2020,0.7
29/07/2020,0.74
30/07/2020,0.69
31/07/2020,0.76
01/08/2020,1.02
02/08/2020,0.91
03/08/2020,0.68
04/08/2020,0.73
05/08/2020,0.75
06/08/2020,0.76
07/08/2020,0.81
08/08/2020,0.89
09/08/2020,0.95
10/08/2020,0.78
11/08/2020,0.75
12/08/2020,0.8
13/08/2020,0.71
14/08/2020,0.76
15/08/2020,0.86
16/08/2020,0.87
17/08/2020,0.78
18/08/2020,0.77
19/08/2020,0.76
20/08/2020,0.77
21/08/2020,0.79
22/08/2020,0.86
23/08/2020,0.75
24/08/2020,0.68
25/08/2020,0.66
26/08/2020,0.72
27/08/2020,0.73
28/08/2020,0.8
29/08/2020,0.79
30/08/2020,0.76
31/08/2020,0.73
01/09/2020,0.74
02/09/2020,0.77
03/09/2020,0.73
04/09/2020,0.75
05/09/2020,0.78
06/09/2020,0.78
07/09/2020,0.7
08/09/2020,0.67
09/09/2020,0.68
10/09/2020,0.69
11/09/2020,0.76
12/09/2020,0.76
13/09/2020,0.73
14/09/2020,0.72
15/09/2020,0.69
16/09/2020,0.71
17/09/2020,0.71
18/09/2020,0.74
19/09/2020,0.75
20/09/2020,0.73
21/09/2020,0.68
22/09/2020,0.69
23/09/2020,0.69
24/09/2020,0.7
25/09/2020,0.72
26/09/2020,0.57
27/09/2020,0.72
28/09/2020,0.6
29/09/2020,0.56
30/09/2020,0.59
01/10/2020,0.66
02/10/2020,0.76
03/10/2020,0.8
04/10/2020,0.78
05/10/2020,0.69
06/10/2020,0.67
07/10/2020,0.67
08/10/2020,0.62
09/10/2020,0.62
10/10/2020,0.7
11/10/2020,0.75
12/10/2020,0.69
13/10/2020,0.66
14/10/2020,0.68
15/10/2020,0.67
16/10/2020,0.68
17/10/2020,0.58
18/10/2020,0.66
19/10/2020,0.66
20/10/2020,0.64
21/10/2020,0.67
22/10/2020,0.65
23/10/2020,0.7
24/10/2020,0.65
25/10/2020,0.67
26/10/2020,0.69
27/10/2020,0.66
28/10/2020,0.66
29/10/2020,0.64
30/10/2020,0.66
31/10/2020,0.62
01/11/2020,0.64
02/11/2020,0.61
03/11/2020,0.61
04/11/2020,0.58
05/11/2020,0.57
06/11/2020,0.55
07/11/2020,0.48
08/11/2020,0.56
09/11/2020,0.54
10/11/2020,0.54
11/11/2020,0.56
12/11/2020,0.56
13/11/2020,0.55
14/11/2020,0.53
15/11/2020,0.56
16/11/2020,0.56
17/11/2020,0.53
18/11/2020,0.45
19/11/2020,0.33
20/11/2020,0.34
21/11/2020,0.25
22/11/2020,0.3
23/11/2020,0.32
24/11/2020,0.31
25/11/2020,0.32
26/11/2020,0.32
27/11/2020,0.33
28/11/2020,0.26
29/11/2020,0.35
30/11/2020,0.33
01/12/2020,1.07
02/12/2020,1.06
03/12/2020,1.07
04/12/2020,1.07
05/12/2020,1.03
06/12/2020,1.04
07/12/2020,1.06
08/12/2020,1.06
09/12/2020,1.06
10/12/2020,1.06
11/12/2020,1.07
12/12/2020,1.03
13/12/2020,1.04
14/12/2020,1.07
15/12/2020,1.07
16/12/2020,1.07
17/12/2020,1.07
18/12/2020,1.08
19/12/2020,1.04
20/12/2020,1.05
21/12/2020,1.07
22/12/2020,1.08
23/12/2020,1.13
24/12/2020,1.2
25/12/2020,1.25
26/12/2020,1.07
27/12/2020,1.06
28/12/2020,1.16
29/12/2020,1.17
30/12/2020,1.16
31/12/2020,1.21
01/01/2021,1.25
02/01/2021,1.06
03/01/2021,1.07
04/01/2021,1.14
05/01/2021,1.14
06/01/2021,1.14
07/01/2021,1.15
08/01/2021,1.15
09/01/2021,1.09
10/01/2021,1.09
11/01/2021,1.13
12/01/2021,1.14
13/01/2021,1.13
14/01/2021,1.14
15/01/2021,1.14
16/01/2021,1.08
17/01/2021,1.07
18/01/2021,1.12
19/01/2021,1.12
20/01/2021,1.11
21/01/2021,1.12
22/01/2021,1.11
23/01/2021,1.06
24/01/2021,1.05
25/01/2021,1.1
26/01/2021,1.1
27/01/2021,1.1
28/01/2021,1.1
29/01/2021,1.11
30/01/2021,1.06
31/01/2021,1.04
01/02/2021,1.09
02/02/2021,1.1
03/02/2021,1.1
04/02/2021,1.11
05/02/2021,1.1
06/02/2021,1.06
07/02/2021,1.06
08/02/2021,1.09
09/02/2021,1.1
10/02/2021,1.08
11/02/2021,1.11
12/02/2021,1.1
13/02/2021,1.06
14/02/2021,1.03
15/02/2021,1.1
16/02/2021,1.1
17/02/2021,1.09
18/02/2021,1.08
19/02/2021,1.07
20/02/2021,1.05
21/02/2021,1.03
22/02/2021,1.09
23/02/2021,1.08
24/02/2021,1.07
25/02/2021,1.09
26/02/2021,1.1
27/02/2021,1.04
28/02/2021,1.01
01/03/2021,1.08
02/03/2021,1.07
03/03/2021,1.08
04/03/2021,1.09
05/03/2021,1.09
06/03/2021,1.08
07/03/2021,1.05
08/03/2021,1.08
09/03/2021,1.07
10/03/2021,1.07
