date,x
01/03/2020,1
02/03/2020,1
03/03/2020,1
04/03/2020,1
05/03/2020,1
06/03/2020,1
07/03/2020,1
08/03/2020,1
09/03/2020,1
10/03/2020,1
11/03/2020,1
12/03/2020,0.84
13/03/2020,0.73
14/03/2020,0.83
15/03/2020,0.43
16/03/2020,0.7
17/03/2020,0.6
18/03/2020,0.6
19/03/2020,0.6
20/03/2020,0.64
21/03/2020,0.79
22/03/2020,0.61
23/03/2020,0.61
24/03/2020,0.6
25/03/2020,0.62
26/03/2020,0.66
27/03/2020,0.62
28/03/2020,0.75
29/03/2020,0.61
30/03/2020,0.67
31/03/2020,0.68
01/04/2020,0.67
02/04/2020,0.59
03/04/2020,0.69
04/04/2020,0.68
05/04/2020,0.77
06/04/2020,0.81
07/04/2020,0.78
08/04/2020,0.78
09/04/2020,0.68
10/04/2020,0.62
11/04/2020,0.6
12/04/2020,0.7
13/04/2020,0.65
14/04/2020,0.69
15/04/2020,0.7
16/04/2020,0.78
17/04/2020,0.82
18/04/2020,0.99
19/04/2020,0.83
20/04/2020,0.93
21/04/2020,0.89
22/04/2020,0.9
23/04/2020,0.92
24/04/2020,0.88
25/04/2020,1.06
26/04/2020,0.83
27/04/2020,0.94
28/04/2020,0.85
29/04/2020,0.87
30/04/2020,0.79
01/05/2020,0.69
02/05/2020,1.14
03/05/2020,0.96
04/05/2020,0.94
05/05/2020,0.95
06/05/2020,0.94
07/05/2020,0.96
08/05/2020,0.96
09/05/2020,1.02
10/05/2020,0.77
11/05/2020,0.97
12/05/2020,0.93
13/05/2020,0.96
14/05/2020,0.92
15/05/2020,0.97
16/05/2020,0.95
17/05/2020,1.14
18/05/2020,0.97
19/05/2020,1.02
20/05/2020,1.09
21/05/2020,0.83
22/05/2020,0.84
23/05/2020,1.12
24/05/2020,0.88
25/05/2020,1.09
26/05/2020,0.98
27/05/2020,0.96
28/05/2020,1.07
29/05/2020,1.17
30/05/2020,1.34
31/05/2020,1.15
01/06/2020,0.99
02/06/2020,1.07
03/06/2020,1.02
04/06/2020,0.92
05/06/2020,0.93
06/06/2020,1.1
07/06/2020,0.9
08/06/2020,1.1
09/06/2020,0.99
10/06/2020,1.03
11/06/2020,1.1
12/06/2020,1.09
13/06/2020,1.11
14/06/2020,1.11
15/06/2020,1.18
16/06/2020,1.22
17/06/2020,1.12
18/06/2020,1.17
19/06/2020,1.16
20/06/2020,1.15
21/06/2020,1.12
22/06/2020,1.15
23/06/2020,1.25
24/06/2020,1.17
25/06/2020,1.24
26/06/2020,1.22
27/06/2020,1.5
28/06/2020,0.95
29/06/2020,0.91
30/06/2020,0.97
01/07/2020,1.16
02/07/2020,1.19
03/07/2020,1.14
04/07/2020,1.37
05/07/2020,1.02
06/07/2020,1.25
07/07/2020,1.29
08/07/2020,1.27
09/07/2020,1.37
10/07/2020,1.28
11/07/2020,1.77
12/07/2020,1.46
13/07/2020,1.38
14/07/2020,1.2
15/07/2020,1.32
16/07/2020,1.4
17/07/2020,1.31
18/07/2020,1.46
19/07/2020,1.37
20/07/2020,1.44
21/07/2020,1.44
22/07/2020,1.39
23/07/2020,1.32
24/07/2020,1.29
25/07/2020,1.66
26/07/2020,1.09
27/07/2020,1.2
28/07/2020,1.11
29/07/2020,1.15
30/07/2020,1.21
31/07/2020,1.32
01/08/2020,1.6
02/08/2020,1.28
03/08/2020,1.28
04/08/2020,1.18
05/08/2020,0.95
06/08/2020,1.15
07/08/2020,1.22
08/08/2020,1.57
09/08/2020,1.3
10/08/2020,1.19
11/08/2020,1.1
12/08/2020,1.13
13/08/2020,1.16
14/08/2020,1.19
15/08/2020,1.47
16/08/2020,1.19
17/08/2020,1.19
18/08/2020,1.19
19/08/2020,1.19
20/08/2020,1.19
21/08/2020,1.19
22/08/2020,1.19
23/08/2020,1.19
24/08/2020,1.19
25/08/2020,1.19
26/08/2020,1.19
27/08/2020,1.19
28/08/2020,1.19
29/08/2020,1.19
30/08/2020,1.19
31/08/2020,1.19
01/09/2020,1.19
02/09/2020,1.19
03/09/2020,1.19
04/09/2020,1.19
05/09/2020,1.19
06/09/2020,1.19
07/09/2020,1.19
08/09/2020,1.19
09/09/2020,1.19
10/09/2020,1.19
11/09/2020,0.97
12/09/2020,1.09
13/09/2020,0.88
14/09/2020,1.05
15/09/2020,1.05
16/09/2020,0.99
17/09/2020,0.99
18/09/2020,1.04
19/09/2020,1.15
20/09/2020,1.01
21/09/2020,0.98
22/09/2020,0.94
23/09/2020,0.86
24/09/2020,0.84
25/09/2020,0.89
26/09/2020,0.87
27/09/2020,0.72
28/09/2020,0.74
29/09/2020,0.68
30/09/2020,0.7
01/10/2020,0.75
02/10/2020,0.78
03/10/2020,0.92
04/10/2020,0.7
05/10/2020,1.03
06/10/2020,0.94
07/10/2020,0.89
08/10/2020,0.9
09/10/2020,0.91
10/10/2020,0.9
11/10/2020,0.88
12/10/2020,0.92
13/10/2020,0.83
14/10/2020,0.87
15/10/2020,0.92
16/10/2020,0.83
17/10/2020,0.92
18/10/2020,0.81
19/10/2020,0.9
20/10/2020,0.78
21/10/2020,0.79
22/10/2020,0.83
23/10/2020,0.88
24/10/2020,0.82
25/10/2020,0.71
26/10/2020,0.84
27/10/2020,0.82
28/10/2020,0.81
29/10/2020,0.85
30/10/2020,0.79
31/10/2020,0.83
01/11/2020,1.04
02/11/2020,1.04
03/11/2020,1.04
04/11/2020,1.05
05/11/2020,1.05
06/11/2020,1.05
07/11/2020,1.04
08/11/2020,1.02
09/11/2020,1.05
10/11/2020,1.06
11/11/2020,1.06
12/11/2020,1.06
13/11/2020,1.07
14/11/2020,1.04
15/11/2020,1.07
16/11/2020,1.07
17/11/2020,1.07
18/11/2020,1.08
19/11/2020,1.06
20/11/2020,1.06
21/11/2020,1.05
22/11/2020,1.06
23/11/2020,1.05
24/11/2020,1.06
25/11/2020,1.06
26/11/2020,1.05
27/11/2020,1.05
28/11/2020,1.04
29/11/2020,1.05
30/11/2020,1.06
01/12/2020,1.05
02/12/2020,1.06
03/12/2020,1.07
04/12/2020,1.07
05/12/2020,1.05
06/12/2020,1.04
07/12/2020,1.06
08/12/2020,1.05
09/12/2020,1.05
10/12/2020,1.06
11/12/2020,1.06
12/12/2020,1.04
13/12/2020,1.04
14/12/2020,1.06
15/12/2020,1.04
16/12/2020,1.04
17/12/2020,1.05
18/12/2020,1.07
19/12/2020,1.04
20/12/2020,1.05
21/12/2020,1.06
22/12/2020,1.07
23/12/2020,1.09
24/12/2020,1.15
25/12/2020,1.22
26/12/2020,1.08
27/12/2020,1.06
28/12/2020,1.14
29/12/2020,1.13
30/12/2020,1.13
31/12/2020,1.15
01/01/2021,1.22
02/01/2021,1.05
03/01/2021,1.05
04/01/2021,1.11
05/01/2021,1.1
06/01/2021,1.11
07/01/2021,1.11
08/01/2021,1.11
09/01/2021,1.08
10/01/2021,1.06
11/01/2021,1.11
12/01/2021,1.1
13/01/2021,1.1
14/01/2021,1.1
15/01/2021,1.1
16/01/2021,1.07
17/01/2021,1.07
18/01/2021,1.09
19/01/2021,1.09
20/01/2021,1.09
21/01/2021,1.1
22/01/2021,1.09
23/01/2021,1.04
24/01/2021,1.04
25/01/2021,1.07
26/01/2021,1.07
27/01/2021,1.08
28/01/2021,1.08
29/01/2021,1.07
30/01/2021,1.04
31/01/2021,1.02
01/02/2021,1.07
02/02/2021,1.07
03/02/2021,1.08
04/02/2021,1.07
05/02/2021,1.08
06/02/2021,1.06
07/02/2021,1.05
08/02/2021,1.07
09/02/2021,1.08
10/02/2021,1.07
11/02/2021,1.07
12/02/2021,1.07
13/02/2021,1.04
14/02/2021,1.03
15/02/2021,1.08
16/02/2021,1.08
17/02/2021,1.09
18/02/2021,1.09
19/02/2021,1.08
20/02/2021,1.07
21/02/2021,1.06
22/02/2021,1.09
23/02/2021,1.08
24/02/2021,1.09
25/02/2021,1.09
26/02/2021,1.09
27/02/2021,1.03
28/02/2021,0.99
01/03/2021,1.06
02/03/2021,1.07
03/03/2021,1.07
04/03/2021,1.08
05/03/2021,1.08
06/03/2021,1.06
07/03/2021,1.04
08/03/2021,1.08
09/03/2021,1.08
10/03/2021,1.11
