date,x
14/03/2021,1.07
15/03/2021,1.1
16/03/2021,1.09
17/03/2021,1.22
18/03/2021,1.22
19/03/2021,1.22
20/03/2021,1.22
21/03/2021,1.22
22/03/2021,1.22
23/03/2021,1.22
24/03/2021,1.22
25/03/2021,1.22
26/03/2021,1.22
27/03/2021,1.22
28/03/2021,1.22
29/03/2021,1.22
30/03/2021,1.22
31/03/2021,1.22
01/04/2021,1.22
02/04/2021,1.22
03/04/2021,1.22
04/04/2021,1.22
05/04/2021,1.22
06/04/2021,1.22
07/04/2021,1.22
08/04/2021,1.22
09/04/2021,1.22
10/04/2021,1.22
11/04/2021,1.22
12/04/2021,1.22
13/04/2021,1.22
14/04/2021,1.22
15/04/2021,1.22
16/04/2021,1.22
17/04/2021,1.22
18/04/2021,1.22
19/04/2021,1.22
20/04/2021,1.22
21/04/2021,1.22
22/04/2021,1.22
23/04/2021,1.22
24/04/2021,1.22
25/04/2021,1.22
26/04/2021,1.22
27/04/2021,1.22
28/04/2021,1.22
29/04/2021,1.22
30/04/2021,1.22
